label,weight,height
3339,81.0,56.0
3348,184.0,74.0
3356,155.0,65.0
3374,197.0,65.0
3375,161.0,63.0
3376,228.0,76.0
3383,199.0,67.0
3388,182.0,74.0
3389,123.0,68.0
3390,114.0,63.0
3396,142.0,62.0
3404,123.0,58.0
3410,193.0,65.0
3411,162.0,62.0
3413,157.0,66.0
3419,131.0,65.0
3426,172.0,67.0
3428,130.0,63.0
3431,152.0,67.0
3433,159.0,64.0
3451,150.0,65.0
3454,121.5,60.5
3455,143.0,63.0
3458,225.0,72.0
59,97.6,61.5
61,143.0,65.0
70,102.8,65.0
71,143.2,65.0
73,108.4,57.0
79,132.0,53.0
87,119.8,63.0
91,89.4,59.0
92,115.0,65.0
102,145.6,65.0
105,92.8,61.5
116,134.6,53.0
118,184.0,69.5
119,71.5,54.0
121,92.6,53.5
125,117.8,65.5
126,123.6,56.0
133,144.81,66.0
135,124.4,66.0
139,109.4,61.0
140,153.6,65.0
148,115.6,63.0
150,201.6,64.5
151,161.0,62.75
152,107.2,65.5
158,139.5,60.0
167,98.6,61.75
171,198.8,66.5
172,93.8,63.0
177,192.8,65.5
181,103.0,62.75
185,110.0,64.5
187,154.0,68.0
190,146.4,70.5
193,115.6,67.0
196,125.6,61.5
201,108.1,62.0
202,157.8,61.25
203,98.4,58.0
207,92.2,61.5
214,109.8,67.25
215,105.5,60.5
217,126.4,63.0
218,82.0,59.0
219,131.8,60.5
220,143.4,67.25
222,180.0,64.75
223,179.0,66.0
226,126.4,64.25
227,187.0,63.0
238,107.0,59.5
240,131.2,68.0
247,111.6,63.75
252,127.8,62.0
255,93.8,62.0
256,131.4,62.5
260,238.6,67.5
261,154.4,67.0
262,139.0,60.0
266,135.2,63.0
269,195.0,73.0
271,133.0,64.0
272,118.4,60.0
273,126.0,62.25
277,112.4,62.0
280,124.0,65.5
281,122.6,64.0
282,109.3,66.0
283,180.2,64.5
284,92.0,60.0
286,115.6,64.75
287,113.6,63.0
288,128.8,68.0
289,97.0,63.0
290,109.8,63.0
291,168.8,69.5
293,179.6,71.5
294,129.2,68.5
295,216.8,67.5
297,124.2,65.5
298,152.0,72.0
299,104.4,67.5
300,162.4,57.0
301,104.0,65.0
302,147.6,66.0
303,158.8,65.5
305,206.6,69.0
317,90.4,62.0
325,75.4,54.0
328,179.2,63.0
329,162.4,60.0
335,105.6,64.0
342,109.6,64.5
343,167.6,66.0
346,117.0,64.5
348,158.0,6.125
349,127.4,65.5
353,200.2,71.0
360,133.6,68.0
361,100.0,62.0
362,120.0,63.5
366,98.2,59.5
368,103.0,62.0
369,126.2,66.0
370,158.0,65.0
373,103.4,61.0
374,128.8,64.0
378,158.4,62.5
379,112.0,67.0
387,122.8,65.0
389,123.0,60.5
391,134.6,65.75
395,96.0,62.5
397,80.4,60.5
404,94.4,60.0
406,114.6,62.0
411,115.6,61.25
415,106.2,64.0
416,155.2,68.0
418,134.0,66.0
419,156.8,66.5
420,184.6,64.0
422,131.4,65.5
425,154.2,67.0
427,214.0,65.0
428,111.0,63.0
429,119.2,62.5
431,96.6,60.0
433,106.0,66.0
434,182.6,68.0
436,218.0,65.5
438,278.8,69.5
439,100.4,61.0
441,105.6,62.5
447,85.6,58.5
449,134.4,63.5
450,116.0,66.0
452,114.6,67.0
454,141.8,67.5
460,71.8,54.5
462,146.2,62.0
463,113.2,65.5
467,118.4,60.25
473,77.2,58.0
476,133.0,61.5
477,126.0,63.0
483,194.8,73.5
486,120.4,67.0
491,131.6,65.0
494,131.2,62.0
495,184.2,63.5
496,81.0,60.5
498,146.0,63.5
499,166.8,68.5
500,165.0,68.0
503,179.4,63.5
506,181.6,56.5
514,185.2,63.0
516,101.6,56.0
517,171.4,65.5
518,157.4,69.0
520,133.2,67.0
521,199.8,65.25
522,162.6,63.5
523,115.8,65.0
524,214.6,56.5
525,183.6,70.0
526,213.8,64.0
527,90.2,56.0
531,61.8,58.0
533,209.0,66.5
534,76.0,53.75
545,195.2,65.5
547,159.8,64.0
552,210.4,57.5
555,226.0,65.5
557,85.4,60.5
560,135.2,65.25
564,210.2,67.75
565,194.0,70.0
566,129.8,62.5
567,229.8,73.5
573,182.0,66.0
574,216.8,75.0
577,205.4,69.0
579,149.6,65.0
580,133.0,62.0
582,146.0,67.0
583,113.6,62.0
584,156.8,68.0
585,166.6,73.0
586,153.4,66.0
587,159.0,73.0
601,125.4,62.0
604,220.0,73.0
607,146.2,66.0
608,196.0,70.0
610,160.0
613,133.0,65.0
614,125.0,65.0
620,110.4,66.0
621,99.8,64.0
624,138.4,62.0
626,238.4,66.0
627,169.4,69.0
629,185.4,66.0
633,118.6,65.0
634,89.6,59.0
635,229.4,66.0
639,160.8,67.0
641,188.8,65.0
642,183.4,70.0
645,108.6,64.0
651,160.6,70.0
652,128.2,66.0
654,141.6,67.0
655,175.8,66.0
656,191.4,67.0
657,137.8,62.0
659,101.0,66.0
660,103.6,65.0
661,109.0,61.0
662,141.8,67.0
663,125.6,66.0
665,157.6,67.0
666,110.6,58.0
668,177.2,67.0
679,132.6,64.0
680,167.4,71.0
690,237.4,65.0
691,218.4,67.0
693,239.0,72.0
694,134.8,61.0
695,145.0,68.0
707,177.8,69.0
708,129.2,61.0
709,100.2,61.0
710,161.4,68.0
737,191.8,67.0
754,201.0,68.0
755,205.0,65.0
767,204.0,64.0
781,163.0,66.0
788,132.8,64.0
797,213.0,60.0
798,178.0,73.0
803,124.4,60.0
804,175.6,55.0
805,98.8,53.0
807,151.0,61.0
816,159.2,62.0
817,198.2,66.0
825,163.6,69.0
833,138.4,63.0
850,138.4,65.0
857,150.0,64.0
863,118.0,64.0
864,109.4,62.0
871,120.2,60.0
877,142.0,71.0
879,166.0,69.0
887,161.0,70.0
889,132.0,60.0
895,135.0,65.0
897,153.8,62.0
901,152.0,66.0
908,168.0,62.0
909,152.0,70.0
924,163.0,66.0
925,115.0,64.0
929,218.0,66.0
933,148.0,62.0
938,198.4,75.0
949,180.0,67.0
951,201.8,63.0
954,144.8,64.0
955,199.0,67.0
964,151.0,58.0
969,266.0,72.0
971,188.0,74.0
972,211.0,69.0
973,248.0,68.0
974,348.0,68.0
978,118.0,66.0
983,150.0,61.0
985,209.6,69.0
992,186.8,65.0
994,290.0,64.0
998,171.6,63.0
999,226.0,65.0
1002,295.4,66.0
1006,175.0,58.0
1021,143.0,73.0
1023,184.6,73.0
1040,168.0,63.0
3735,60.2,50.0
3736,81.2,56.0
3737,66.8,54.0
3739,49.2,52.0
3740,105.4,59.0
3744,77.2,57.0
3746,164.2,63.0
3752,127.8,58.0
3753,117.0,60.0
3754,75.2,55.0
3756,82.8,56.0
3760,75.6,56.0
3761,65.6,52.0
3763,55.6,49.0
3771,70.6,58.0
3773,104.4,53.0
3775,89.4,58.0
3776,83.4,58.0
3778,160.6,69.0
3781,108.2,59.0
3784,82.6,56.0
3785,73.4,56.0
3786,78.0,54.0
3792,68.8,55.0
3794,69.6,54.0
3796,62.0,53.0
3797,151.6,60.0
3799,72.4,52.0
3800,67.4,54.0
3802,67.0,53.0
3804,66.2,54.0
3805,81.0,53.0
3806,64.0,53.0
3807,78.4,56.0
3809,74.0,55.0
3810,61.4,51.0
3814,112.6,61.0
3816,105.0,62.0
3818,91.6,62.0
3819,122.0,60.0
3820,65.4,55.0
3822,138.2,67.0
3823,65.8,51.0
3826,80.8,55.0
3827,77.6,59.0
3828,142.0,65.0
3829,71.2,58.0
3831,119.6,60.0
3833,137.0,60.0
3834,108.4,60.0
3836,134.4,65.0
3837,111.2,60.0
3838,54.4,52.0
3840,69.6,55.0
3841,153.8,63.0
3842,95.0,60.0
3848,92.0,63.0
3849,124.4,65.0
3850,116.2,67.0
3851,83.8,60.0
3853,95.4,58.0
3854,109.2,62.0
3856,114.6,61.0
3858,103.4,60.0
3860,57.0,52.0
3861,93.6,70.0
3862,99.0,63.0
3864,112.8,63.0
3867,108.2,63.0
3869,106.0,63.0
3870,125.2,64.0
3872,94.6,56.0
3874,95.8,60.0
3876,108.4,70.0
3878,77.2,57.0
3882,98.2,59.0
3885,109.4,59.0
3888,108.8,62.0
3889,75.6,59.0
3891,89.4,57.0
3892,76.4,56.0
3894,60.4,53.0
3897,152.2,71.0
3902,81.8,57.0
3907,129.8,59.0
3908,116.4,62.0
3909,89.6,56.0
3910,142.8,63.0
3911,96.0,61.0
3912,70.2,56.0
3913,61.8,58.0
3914,104.4,62.0
3915,90.0,56.0
3917,84.4,59.0
3919,133.0,63.0
3920,112.4,58.0
3921,100.6,59.0
3922,87.2,56.0
3923,119.2,63.0
3924,120.4,60.0
3925,88.4,59.0
3926,90.6,59.0
3928,85.4,61.0
3929,113.6,64.0
3930,83.8,58.0
3931,107.2,62.0
3932,157.0,65.0
3933,94.8,61.0
3934,86.8,59.0
3935,94.6,62.0
3936,104.2,59.0
3939,102.6,58.0
3940,51.6,49.0
3941,86.4,58.0
3942,95.4,61.0
3944,122.8,65.0
3947,90.2,64.0
3948,137.0,65.0
3950,77.8,56.0
3951,105.4,56.0
3952,115.0,61.0
3953,143.0,67.0
3954,94.2,61.0
3955,162.6,67.0
3956,66.0,55.0
3957,156.4,62.0
3960,132.0,64.0
3967,76.0,58.0
3969,148.6,58.0
3970,122.6,67.0
3972,148.4,63.0
3973,73.4,55.0
3975,79.6,57.0
3976,77.6,56.0
3977,154.4,64.0
3979,128.0,63.0
3980,54.6,54.0
3981,115.8,66.0
3982,123.4,68.0
3983,117.2,59.0
3986,70.6,55.0
3987,69.8,54.0
3991,98.6,62.0
3992,98.2,61.0
3994,77.2,55.0
3996,61.2,55.0
3997,76.8,54.0
4001,130.0,58.0
4003,93.8,62.0
4005,98.2,59.0
4009,79.4,58.0
4010,69.4,55.0
4013,85.0,62.0
4014,110.0,63.0
4017,93.6,57.0
4018,84.6,56.0
4019,87.8,63.0
4020,96.6,61.0
4021,105.4,63.0
4022,107.6,62.0
4023,215.6,65.0
4024,78.6,57.0
4025,131.8,64.0
4028,74.8,58.0
4029,124.0,62.0
4030,111.4,58.0
4032,100.8,60.0
4033,100.2,61.0
4035,145.6,62.0
4037,98.8,57.0
4039,64.8,55.0
4040,97.2,62.0
4042,95.8,64.0
4044,167.0,64.0
4045,81.2,59.0
4046,64.2,54.0
4048,99.8,54.0
4049,98.4,60.0
4050,70.6,56.0
4052,107.0,57.0
4053,103.0,62.0
4054,92.4,62.0
4056,152.0,60.0
4057,67.8,57.0
4058,103.8,62.0
4062,213.0,66.0
4064,106.2,60.0
4066,82.0,59.0
4068,75.0,59.0
4070,69.6,54.0
4071,72.0,58.0
4073,96.8,61.0
4074,100.4,62.0
4075,135.0,68.0
4076,110.6,62.0
4078,61.2,55.0
4087,88.2,57.0
4088,86.8,59.0
4100,122.4,60.0
4101,81.2,61.0
4102,115.2,66.0
4103,129.4,67.0
4104,115.4,61.0
4106,106.0,62.0
4107,104.6,65.0
4108,95.0,65.0
4109,144.8,65.0
4110,150.4,68.0
4111,94.8,59.0
4112,72.4,61.0
4113,119.8,68.0
4116,86.2,59.0
4117,102.4,62.0
4120,100.3,61.0
4121,138.4,71.0
4122,121.8,66.0
4123,114.8,68.0
4124,98.0,62.0
4126,127.0,65.0
4127,86.6,62.0
4128,125.4,69.0
4129,120.6,59.0
4130,120.0,65.0
4131,154.2,65.0
4132,77.2,60.0
4139,80.4,58.0
4141,115.2,70.0
4142,115.0,64.0
4143,88.8,59.0
4144,113.2,68.0
4146,130.6,59.0
4150,121.6,61.0
4155,132.0,67.0
4158,96.6,61.0
4161,123.0,58.0
4162,109.2,68.0
4167,156.6,69.0
4168,91.4,61.0
4169,187.0,66.0
4171,89.8,61.0
4172,129.6,62.0
4173,76.0,52.0
4174,104.4,65.0
4175,140.8,65.0
4176,141.8,68.0
4183,75.8,56.0
4186,74.4,57.0
4192,64.8,52.0
4193,101.0,61.0
4196,111.4,61.0
4197,86.8,60.0
4199,94.6,60.0
4200,113.6,59.0
4205,85.0,56.0
4206,81.8,56.0
4207,136.4,59.0
4210,79.4,56.0
4212,78.0,60.0
4214,67.0,58.0
4216,170.8,63.0
4217,118.0,58.0
4219,121.6,63.0
4220,123.4,60.0
4221,82.4,61.0
4223,91.8,62.0
4224,140.0,63.0
4225,77.2,58.0
4226,78.2,59.0
4230,77.6,58.0
4231,90.0,63.0
4232,86.4,60.0
4233,83.0,59.0
4234,85.8,55.0
4235,100.2,59.0
4236,130.6,64.0
4238,94.4,59.0
4240,78.6,58.0
4242,104.2,65.0
4244,92.6,60.0
4245,92.6,57.0
4246,114.0,59.0
4247,96.4,57.0
4248,112.2,61.0
4249,92.6,57.0
4252,88.2,64.0
4253,93.6,60.0
4255,120.0,57.0
4256,72.4,59.0
4257,139.6,57.0
4260,81.8,59.0
4264,85.4,62.0
4265,110.2,64.0
4267,98.2,61.0
4270,96.2,55.0
4271,88.6,59.0
4272,81.2,59.0
4274,78.0,58.0
4276,89.0,56.0
4277,64.8,57.0
4279,67.0,56.0
4281,84.0,57.0
4282,129.0,63.0
4283,70.0,55.0
4286,59.0,55.0
4291,113.4,57.0
4292,77.4,57.0
4293,68.2,56.0
4296,116.4,64.0
4300,54.0,51.0
4304,76.2,54.0
4306,105.0,58.0
4309,92.0,59.0
4322,59.0,52.0
4326,61.2,53.0
4330,69.0,55.0
4337,66.6,54.0
4338,130.0,58.0
4341,50.6,52.0
4342,78.0,53.0
4350,115.0,59.0
4352,80.0,59.0
4354,108.8,59.0
4357,97.0,55.0
4358,46.21,46.0
4363,81.8,59.0
4364,73.2,57.0
4365,97.2,59.0
4366,74.6,55.0
4369,90.0,60.0
4371,77.8,54.0
4372,74.0,59.0
4373,109.8,65.0
4375,77.4,61.0
4381,77.2,57.0
4382,115.0,62.0
4383,87.8,62.0
4384,117.6,64.0
4385,182.2,74.0
4386,92.2,62.0
4387,99.4,61.0
4388,144.2,59.0
4390,117.2,66.0
4393,68.6,57.0
4395,60.6,55.0
4397,61.6,52.0
4400,85.4,55.0
4402,63.2,57.0
4404,103.6,67.0
4407,141.0,68.0
4408,87.0,62.0
4409,124.6,66.0
4410,90.2,56.0
4411,157.8,68.0
4412,97.6,61.0
4413,153.2,63.0
4415,93.4,61.0
4416,108.8,64.0
4418,98.0,58.0
4419,134.6,64.0
4420,134.8,62.0
4422,110.0,67.0
4424,78.4,61.0
4427,110.6,62.0
4428,96.61,60.0
4429,116.4,58.0
4430,119.0,57.0
4431,105.4,61.0
4433,136.4,63.0
4434,104.4,57.0
4435,93.21,61.0
4436,99.2,62.0
4437,71.4,54.0
4438,69.2,56.0
4439,186.8,69.0
4441,89.2,60.0
4446,98.8,62.0
4448,71.2,54.0
4449,110.6,56.0
4451,80.4,57.0
4452,87.6,54.0
4454,105.0,57.0
4455,58.6,54.0
4456,91.4,56.0
4457,87.2,57.0
4460,116.2,59.0
4461,115.4,56.0
4462,94.0,59.0
4465,66.2,55.0
4466,64.4,52.0
4467,56.8,54.0
4468,72.0,55.0
4469,78.0,55.0
4477,98.2,55.0
4481,171.6,63.0
4483,66.8,55.0
4484,70.4,55.0
4485,95.4,58.0
4486,108.8,62.0
4487,195.8,66.0
4489,98.0,61.0
4490,185.0,61.0
4491,110.8,68.0
4492,102.0,66.0
4493,127.0,62.0
4494,123.0,62.0
4495,67.8,55.0
4498,69.8,54.0
4499,57.0,49.0
4500,108.8,63.0
4501,123.6,66.0
4503,128.2,63.0
4504,101.0,61.0
4506,84.8,61.0
4507,165.0,66.0
4510,83.0,57.0
4512,107.4,63.0
4513,105.4,66.0
4514,116.0,63.0
4515,144.4,70.0
4516,143.8,66.0
4517,76.8,57.0
4518,97.2,61.0
4519,61.2,50.0
4520,62.6,54.0
4521,63.2,55.0
4522,88.0,56.0
4523,123.0,61.0
4525,94.6,58.0
4531,76.4,57.0
4533,69.6,56.0
4540,116.4,62.0
4542,137.4,67.0
4544,113.2,59.0
4548,89.6,57.0
4549,60.2,53.0
4551,126.6,56.0
4552,88.0,59.0
4553,112.0,65.0
4558,121.2,59.0
4559,89.0,59.0
4560,71.6,53.0
4566,134.4,60.0
4567,110.6,65.0
4568,89.6,61.0
4569,88.6,58.0
4571,67.0,57.0
4572,75.8,56.0
4584,157.8,59.0
4589,98.4,59.0
4590,98.0,60.0
4591,88.0,61.0
4593,124.2,62.0
4594,93.4,58.0
4595,123.6,67.0
4596,115.6,66.0
4597,103.6,63.0
4598,130.2,62.0
4599,164.2,65.0
4600,112.8,65.0
4602,72.0,61.0
4605,141.6,65.0
4606,112.0,63.0
4607,85.4,58.0
4608,99.8,59.0
4609,180.0,63.0
4610,95.6,60.0
4611,132.2,66.0
4612,123.4,62.0
4613,129.8,60.0
4615,77.6,54.0
4616,86.2,57.0
4617,79.0,58.0
4618,64.6,53.0
4620,84.2,58.0
4623,102.4,59.0
4624,116.2,60.0
4625,95.4,56.0
4626,93.0,61.0
4629,93.6,60.0
4630,108.4,61.0
4631,83.6,58.0
4632,69.2,55.0
4633,144.0,62.0
4634,81.8,62.0
4635,58.2,56.0
4636,78.0,55.0
4639,130.0,57.0
4641,110.0,57.0
4643,150.6,65.0
4647,109.2,66.0
4652,105.4,62.0
4654,98.0,61.0
4660,92.4,61.0
4661,138.4,69.0
4662,105.0,64.0
4665,108.8,61.0
4667,192.2,66.0
4668,132.0,65.0
4672,166.6,66.0
4673,105.4,64.0
4675,108.0,63.0
4677,64.6,54.0
4679,219.6,69.0
4680,69.8,54.0
4681,63.0,55.0
4683,81.8,58.0
4684,160.2,65.0
4687,93.8,61.0
4688,82.4,59.0
4694,105.0,58.0
4697,152.8,65.0
4698,119.6,63.0
4699,248.0,69.0
4700,115.2,61.0
4702,78.2,58.0
4703,128.6,65.0
4704,123.4,66.0
4705,101.6,59.0
4706,70.2,58.0
4707,108.6,64.0
4708,132.6,66.0
4709,117.6,64.0
4711,131.2,64.0
4712,86.2,58.0
4714,108.2,63.0
4718,108.4,64.0
4719,103.4,66.0
4720,112.6,62.0
4721,80.0,58.0
4722,131.0,61.0
4724,131.6,65.0
4725,127.8,62.0
4726,99.0,58.0
4727,87.4,58.0
4729,113.4,66.0
4730,98.8,65.0
4732,127.8,61.0
4733,86.8,62.0
4734,97.2,65.0
4736,106.2,62.0
4737,112.6,65.0
4739,94.8,62.0
4740,136.8,68.0
4741,119.2,66.0
4743,114.6,65.0
4744,96.8,60.0
4745,141.6,65.0
4746,112.6,61.0
4749,133.4,64.0
4750,131.8,64.0
4752,109.2,63.0
4753,87.0,63.0
4754,131.8,65.0
4755,137.0,65.0
4756,109.6,64.0
4757,135.8,65.0
4759,105.0,64.0
4760,103.8,59.0
4761,139.61,66.0
4762,121.8,65.0
4764,103.0,65.0
4765,145.8,62.0
4766,164.8,66.0
4767,122.0,62.0
4768,93.6,61.0
4770,99.8,63.0
4771,68.0,55.0
4774,121.0,62.0
4777,113.8,62.0
4779,60.0,57.0
4781,92.8,59.0
4783,89.6,62.0
4784,127.8,62.0
4785,77.4,56.0
4788,72.8,55.0
4789,218.4,67.0
4790,88.2,62.0
4792,161.4,62.0
4794,96.2,61.0
4795,93.6,63.0
4796,82.8,58.0
4797,73.8,54.0
4799,79.4,57.0
4801,88.4,58.0
4802,70.2,57.0
4804,112.2,60.0
4805,152.0,63.0
4807,89.6,61.0
4808,78.6,61.0
4810,123.0,59.0
4813,81.6,59.0
4815,86.6,60.0
4816,98.6,59.0
4817,69.4,58.0
4818,72.4,56.0
4819,88.8,59.0
4820,122.6,62.0
4821,83.8,58.0
4824,111.6,61.0
4825,77.2,55.0
4827,97.0,58.0
4828,77.4,59.0
4831,84.8,56.0
4832,70.8,54.0
4834,76.6,61.0
4835,121.6,59.0
4836,90.0,59.0
4837,69.6,55.0
4838,152.4,61.0
4839,125.0,62.0
4840,80.0,53.0
4843,151.2,66.0
4844,150.8,71.0
4849,84.8,61.0
4851,108.6,63.0
4854,117.2,63.0
4856,126.2,64.0
4858,90.4,58.0
4860,107.0,63.0
4861,84.4,54.0
4862,117.8,62.0
4863,134.0,64.0
4864,121.0,66.0
4865,94.6,64.0
4866,88.4,60.0
4868,112.0,67.0
4874,72.0,57.0
4876,88.6,59.0
4877,103.6,57.0
4878,85.4,57.0
4879,77.2,56.0
4882,92.0,60.0
4883,95.2,64.0
4884,67.8,57.0
4886,94.0,61.0
4887,74.8,58.0
4888,97.6,63.0
4890,73.6,59.0
4891,97.0,59.0
4893,99.6,64.0
4894,98.0,64.0
4895,154.4,64.0
4896,97.2,60.0
4898,128.4,66.0
4899,96.6,61.0
4900,112.6,64.0
4901,74.6,57.0
4902,95.6,56.0
4904,153.6,64.0
4906,135.4,62.0
4910,102.4,60.0
4912,101.6,63.0
4913,143.8,64.0
4915,87.8,62.0
4916,103.8,63.0
4917,100.4,61.0
4919,132.0,67.0
4922,120.2,65.0
4925,100.6,64.0
4926,73.0,57.0
4929,103.6,63.0
4930,86.0,59.0
4931,107.4,60.0
4932,180.0,65.0
4935,141.2,65.0
4936,146.6,68.0
4937,99.0,62.0
4939,75.0,61.0
4940,112.2,61.0
4941,126.8,67.0
4964,80.8,60.0
4965,205.8,64.0
4966,96.6,64.0
4967,81.2,56.0
4968,113.6,64.0
4970,90.8,63.0
4971,102.0,61.0
4974,96.2,60.0
4975,102.8,63.0
4979,128.0,65.0
4981,114.2,64.0
4982,89.0,59.0
4983,137.4,62.0
4984,116.0,60.0
4985,109.4,64.0
4986,96.8,64.0
4989,111.0,66.0
4990,90.2,60.0
4991,114.6,67.0
4993,141.8,69.0
4994,116.6,65.0
4995,107.6,61.0
4996,130.2,65.0
4997,92.6,62.0
4998,118.6,62.0
4999,185.2,67.0
5000,78.6,63.0
5002,159.4,63.0
5003,113.8,64.0
5004,157.6,61.0
5007,77.0,55.0
5010,189.4,68.0
5016,151.2,65.0
5017,151.2,66.0
5018,106.0,65.0
5019,127.2,64.0
5020,139.4,68.0
5021,101.2,61.0
5023,154.6,69.0
5026,176.0,63.0
5029,126.6,66.0
5030,153.2,60.0
5031,96.2,62.0
5032,108.2,63.0
5036,86.8,61.0
5047,171.6,66.0
5050,92.2,60.0
5051,125.8,61.0
5052,154.4,70.0
5053,137.6,62.0
5054,126.4,62.0
5061,120.2,62.0
5062,124.2,69.0
5063,98.2,63.0
5065,164.8,68.0
5066,106.8,62.0
5068,91.8,61.0
5070,91.8,58.0
5071,146.4,66.0
5072,155.6,67.0
5073,136.2,68.0
5074,111.6,64.0
5075,128.0,66.0
5076,123.2,66.0
5078,143.8,65.0
5082,122.4,68.0
5083,129.8,65.0
5084,109.8,63.0
5087,119.0,66.0
5091,136.6,72.0
5093,161.6,72.0
5099,147.8,66.0
5102,159.4,67.0
5103,96.2,60.0
5104,161.6,68.0
5105,127.6,70.0
5110,79.2,50.0
5112,121.2,65.0
5114,138.4,67.0
5117,111.6,67.0
5118,92.0,63.0
5119,112.6,65.0
5120,112.6,63.0
5121,95.0,65.0
5123,176.6,61.0
5124,139.6,61.0
5125,131.0,68.0
5127,118.2,66.0
5128,146.8,68.0
5131,122.0,66.0
5135,142.8,68.0
5142,157.4,69.0
5143,87.4,57.0
5144,58.2,54.0
5145,79.4,59.0
5147,110.4,58.0
5150,70.2,58.0
5151,99.6,57.0
5153,74.6,57.0
5154,149.6,64.0
5158,76.6,60.0
5161,142.4,66.0
5162,118.2,67.0
5164,139.8,64.0
5169,134.2,57.0
5170,75.2,57.0
5171,98.6,60.0
5178,78.0,56.0
5180,79.4,60.0
5181,85.8,54.0
5182,108.2,58.0
5183,106.8,60.0
5185,86.2,60.0
5186,96.6,60.0
5187,100.4,63.0
5192,89.2,56.0
5195,79.2,54.0
5197,105.0,59.0
5202,88.6,56.0
5203,93.4,63.0
5206,63.0,54.0
5209,69.4,55.0
5211,89.6,62.0
5213,108.8,58.0
5215,79.2,59.0
5216,84.8,56.0
5217,71.6,54.0
5218,81.6,58.0
5219,99.8,62.0
5220,64.0,54.0
5221,96.4,62.0
5222,105.0,60.0
5223,88.0,62.0
5225,105.0,60.0
5227,68.6,55.0
5232,68.4,58.0
5235,88.2,58.0
5236,128.4,62.0
5237,94.0,62.0
5241,87.8,59.0
5242,89.4,57.0
5247,101.8,58.0
5252,104.6,60.0
5261,75.2,48.0
5262,80.6,59.0
5265,135.8,70.0
5267,81.0,57.0
5269,155.4,64.0
5270,124.0,61.0
5271,102.6,59.0
5272,113.2,59.0
5274,98.4,63.0
5277,104.8,66.0
5278,129.8,63.0
5280,82.8,61.0
5281,76.4,56.0
5282,103.2,63.0
5287,83.8,58.0
5289,122.8,62.0
5294,117.2,64.0
5295,99.6,62.0
5296,101.0,62.0
5298,76.2,57.0
5299,98.2,59.0
5301,101.2,60.0
5304,118.8,59.0
5307,132.2,57.0
5310,79.0,59.0
5312,68.0,56.0
5314,110.8,65.0
5315,112.8,65.0
5317,71.6,56.0
5319,72.4,58.0
5321,108.0,63.0
5323,116.4,67.0
5326,90.4,63.0
5328,90.8,59.0
5331,86.0,60.0
5333,92.0,57.0
5334,137.8,60.0
5335,75.8,59.0
5336,93.8,60.0
5339,87.4,60.0
5341,73.8,58.0
5353,120.8,62.0
5360,233.0,71.0
5362,91.2,64.0
5364,106.4,67.0
5366,110.2,63.0
5368,128.8,65.0
5371,129.4,63.0
5373,135.2,68.0
5377,132.0,68.0
5378,99.0,65.0
5379,111.2,64.0
5382,99.8,66.0
5383,88.0,59.0
5384,82.2,60.0
5385,149.0,68.0
5386,86.0,62.0
5389,86.4,61.0
5392,80.2,58.0
5393,125.0,69.0
5394,68.0,54.0
5395,95.4,66.0
5396,87.0,58.0
5397,92.0,59.0
5398,103.0,62.0
5400,90.4,65.0
5403,142.0,62.0
5404,85.6,57.0
5405,145.2,62.0
5407,121.8,64.0
5408,177.6,71.0
5411,101.0,63.0
5413,59.2,56.0
5414,83.4,59.0
5415,88.2,60.0
5416,73.4,61.0
5417,111.4,62.0
5418,116.8,65.0
5419,119.8,66.0
5422,132.0,62.0
5423,123.4,62.0
5424,114.4,60.0
5425,92.6,63.0
5427,103.2,66.0
5428,100.4,65.0
5431,131.4,72.0
5432,109.8,66.0
5437,77.0,60.0
5438,94.2,63.0
5445,108.4,62.0
5446,82.4,58.0
5447,79.0,59.0
5450,130.0,60.0
5451,105.6,64.0
5454,88.8,61.0
5456,102.4,60.0
5459,87.4,57.0
5460,85.4,58.0
5461,114.0,56.0
5466,93.4,63.0
5470,70.4,56.0
5473,93.0,64.0
5476,96.2,59.0
5477,88.4,58.0
5479,67.0,54.0
5482,108.6,60.0
5483,68.8,58.0
5485,71.6,57.0
5487,87.6,62.0
5490,121.0,66.0
5491,85.4,56.0
5492,78.4,58.0
5495,111.6,62.0
5496,105.0,61.0
5498,113.6,64.0
5499,111.4,66.0
5500,123.0,64.0
5503,113.2,69.0
5504,108.0,64.0
5505,123.0,62.0
5506,122.6,67.0
5507,125.2,64.0
5508,132.4,65.0
5509,94.6,61.0
5510,106.0,60.0
5511,115.2,65.0
5512,132.0,68.0
5513,122.6,65.0
5516,111.8,68.0
5517,136.4,65.0
5518,120.8,62.0
5519,82.6,58.0
5520,111.2,61.0
5521,122.4,68.0
5522,84.6,57.0
5523,187.8,71.0
5524,111.6,63.0
5525,130.4,69.0
5526,63.8,54.0
5527,121.6,63.0
5528,110.8,67.0
5530,101.8,64.0
5531,81.6,56.0
5532,123.4,65.0
5533,103.6,63.0
5534,117.4,63.0
5535,114.2,62.0
5536,136.2,66.0
5537,98.2,59.0
5538,144.2,68.0
5539,86.0,58.0
5540,142.0,68.0
5541,67.2,59.0
5543,105.4,65.0
5546,157.0,69.0
5547,68.4,55.0
5551,137.4,58.0
5558,68.6,55.0
5560,98.2,61.0
5561,108.2,63.0
5562,112.6,64.0
5563,96.6,62.0
5565,142.2,65.0
5567,111.6,65.0
5568,122.0,70.0
5569,91.6,63.0
